Data Year,ID,Property Name,Address,ZIP Code,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2017,134741,1380,4730 W Irving Park Rd,60641,PORTAGE PARK,Retail Store,359790,1938,1,80,9544606,9680000,,,,53.4,111.5,57.7,115.2,2278.9,6.3,41.95399789,-87.74657748,"(41.95399789, -87.74657748)"
2017,113621,1414 North Wells Condominium Association,1414 N. Wells St.,60610,NEAR NORTH SIDE,Multifamily Housing,80000,1994,1,92,1691810,2804161,,,,56.2,103.2,60.1,108.1,461.7,5.8,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2017,253964,7150 Cyril Court Apartments,7150 S. Cyril Court,60649,SOUTH SHORE,Multifamily Housing,73354,1929,1,45,1103066,7249569,,,,113.9,151,123.2,160.7,589,8,41.76263015,-87.57255287,"(41.76263015, -87.57255287)"
2017,251904,CICS ChicagoQuest,1443 N Ogden Ave.,60610,NEAR NORTH SIDE,K-12 School,96875,1971,2,2,8581119,1500577,,,,104.1,294.4,105.5,295.9,1666.3,17.2,41.90661513,-87.64566449,"(41.90661513, -87.64566449)"
2017,113670,219 E. Lake Shore Drive Condo Association,219 E. Lake Shore Drive,60611,NEAR NORTH SIDE,Multifamily Housing,117334,1980,1,73,3352184,7005181,,,,88.3,152.4,95.3,161.4,991.9,8.5,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
2017,117188,Ruth Shriman,4040 N Sheridan Rd,60613,UPTOWN,Multifamily Housing,67988,1999,1,85,775459,4438887,,,,76.7,104.4,82.1,110,379.1,5.6,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
2017,159250,Van Buren Park Apartments,2045 W. Jackson Blvd,60612,NEAR WEST SIDE,Multifamily Housing,210619,1983,14,68,7340154,4378714,,,,55.6,131.3,58.9,138.9,1589.7,7.5,41.87719859,-87.6783517,"(41.87719859, -87.6783517)"
2017,253955,550 W. Fulton CA,550 W. Fulton,60661,NEAR WEST SIDE,Multifamily Housing,63803,1999,1,83,1422074,2659803,,,,64,113.8,67.9,119,404.2,6.3,41.8832102,-87.64337484,"(41.8832102, -87.64337484)"
2017,157287,Midwest Orthopedics at Rush,1611 West Harrisons Street,60612,NEAR WEST SIDE,Medical Office,212511,2009,1,89,8205280,,,,,38.6,121.2,38.6,121.2,1517.1,7.1,41.87351299,-87.66703729,"(41.87351299, -87.66703729)"
2017,173715,2738 N. Pine Grove,2738 N. Pine Grove Ave.,60614,LINCOLN PARK,Multifamily Housing,103203,1927,1,92,1808367,5642447,,,,72.2,112.4,76.8,117.8,634.1,6.1,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2017,113690,20 E Cedar Condominium,20 E Cedar St,60611,NEAR NORTH SIDE,Multifamily Housing,169733,1940,1,49,2938336,11930841,,,,87.6,128.2,95,136,1177,6.9,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
2017,123202,Park View Apartments,1936 N Clark St,60614,LINCOLN PARK,Multifamily Housing,176144,1932,1,50,4171276,12157053,,,,92.7,146.8,97.7,152.3,1417,8,41.9176944,-87.63567039,"(41.9176944, -87.63567039)"
2017,231486,Waterford Condominium,4170 N Marine Drive,60613,UPTOWN,Multifamily Housing,335787,1973,1,29,14762192,8412852,,,,69,164.4,71.6,167.1,3176.3,9.5,41.95765183,-87.6471076,"(41.95765183, -87.6471076)"
2017,172318,Las Moradas Apartments,1307 N California,60622,WEST TOWN,Multifamily Housing,65340,1983,1,51,1496668,4025240,,,,84.5,136.6,90.3,144.1,490.5,7.5,41.90225377,-87.68447845,"(41.90225377, -87.68447845)"
2017,251545,Metcalfe Mat-CPS,12339 S Normal Ave,60628,WEST PULLMAN,K-12 School,81370,1980,1,64,2565124,3450585,,,,73.9,143.5,80.3,150.1,657.6,8.1,41.66947303,-87.63400634,"(41.66947303, -87.63400634)"
2017,105244,Lakefront Mgmt (1329-1341 W. Estes Ave.),1329-1341 W. Estes Ave.,60626,ROGERS PARK,Multifamily Housing,78367,1927,1,100,606486,1555313,,,,27.6,45.1,29.6,47.1,194.7,2.5,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2017,251717,Hancock Coll-CPS,4034 W 56th St,60629,WEST ELSDON,K-12 School,169086,1956,1,37,4494761,7818630,,,,72.8,132,77.7,137.1,1246.3,7.4,41.79179488,-87.72496671,"(41.79179488, -87.72496671)"
2017,156711,20 North Michigan Avenue,20 N. Michigan Ave,60602,LOOP,Office,214800,1880,1,84,9899792,6028014,,,,74.2,174.2,76.5,176.6,2150.6,10,41.8826441,-87.62495613,"(41.8826441, -87.62495613)"
2017,138514,Sullivan Athletic Center,2323 N. Sheffield Ave.,60614,LINCOLN PARK,College/University,63668,2000,1,,6790979,3919565,,,,168.2,399.6,172.9,405.4,1463.8,23,41.92481459,-87.6532449,"(41.92481459, -87.6532449)"
2017,175223,FM Property LLC,833-857 W Fulton Market,60607,NEAR WEST SIDE,Multifamily Housing,58734,1900,1,1,4867215,12003892,,,,287.2,474.8,293.5,479.6,1537.5,26.2,41.87399385,-87.651678,"(41.87399385, -87.651678)"
2017,101871,123 N Wacker,123 N Wacker,60606,LOOP,Office,587815,1986,1,85,27468756,,,,,46.7,146.7,46.7,146.7,5078.8,8.6,41.88411984,-87.63649725,"(41.88411984, -87.63649725)"
2017,159417,Lake Meadows 8,401 E. 32nd Street,60616,DOUGLAS,Multifamily Housing,303979,1956,1,35,2417631,37905980,,,,132.7,155.9,144.1,167.8,2460.4,8.1,41.8363952,-87.61619714,"(41.8363952, -87.61619714)"
2017,235137,2909 North Sheridan Condominium Homes,2909 N. Sheridan Rd.,60657,LAKE VIEW,Multifamily Housing,211777,1952,1,78,3154640,13838278,,,,80.2,115.4,86.7,122.1,1318.3,6.2,41.93470953,-87.63865509,"(41.93470953, -87.63865509)"
2017,251320,03376-Kinzie & Des Plaines,370 N. Des Plaines,60661,WEST TOWN,Supermarket/Grocery Store,65000,2008,1,57,9991008,6234700,,,,249.6,583.4,259.1,590.9,2178.4,33.5,41.88836058,-87.6443069,"(41.88836058, -87.6443069)"
2017,105695,Dearborn I LLC,1036 N Dearborn St,60610,NEAR NORTH SIDE,Multifamily Housing,72115,1929,1,54,3031477,1974845,,,,69.4,160.7,72.7,169.8,665.4,9.2,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2017,173961,Chatham Park South Co-Op,660 E 85th Street,60619,CHATHAM,Multifamily Housing,75264,1983,1,40,3257082,1832231,,,,67.6,161.4,72,172.1,699.5,9.3,41.74401302,-87.60549928,"(41.74401302, -87.60549928)"
2017,251955,CLI,5841 S. Maryland Ave.,60637,HYDE PARK,Laboratory,169585,1930,1,,7719954,,29682841,,,220.6,353.5,220.6,353.5,3398.3,20,41.788813,-87.604889,"(41.788813, -87.604889)"
2017,112638,Juvenile Temporary Detention Center Campus,1100 S. Hamilton Ave.,60612,NEAR WEST SIDE,Mixed Use Property,1023851,1973,3,,55375941,40402330,,,,93.5,211.3,99.2,217.4,12384.7,12.1,41.867488,-87.680301,"(41.867488, -87.680301)"
2017,160394,1020 W Lawrence,1020 W Lawrence Ave,60640,UPTOWN,Multifamily Housing,188837,1935,1,58,6740433,8715805,,,,81.8,160.5,85,163.8,1709.2,9.1,41.96910577,-87.65595452,"(41.96910577, -87.65595452)"
2017,250175,Catalpa Gardens Condominium Association,1122 W. Catalpa Avenue,60640,EDGEWATER,Multifamily Housing,163945,2007,1,21,5545404,11450430,,,,103.7,179.5,110.3,186.5,1633.5,10,41.98242681,-87.65910015,"(41.98242681, -87.65910015)"
2017,242638,411 W Ontario,411 W. Ontario Street,60654,NEAR NORTH SIDE,Multifamily Housing,261854,1994,1,97,3158311,10500187,,,,52.2,80,56.2,84.1,1141.7,4.4,41.89308327,-87.63969027,"(41.89308327, -87.63969027)"
2017,159537,Chicago Magnificent Mile Dbtree,300 E. Ohio Street,60611,NEAR NORTH SIDE,Hotel,316063,1976,1,34,20021097,13167200,,,,105,242.6,107.9,248.7,4401.2,13.9,41.89279565,-87.61980652,"(41.89279565, -87.61980652)"
2017,175508,53100507--CHICAGO,5353 N. Elston,60630,JEFFERSON PARK,Supermarket/Grocery Store,63165,2013,1,51,10339326,8262900,,,,294.5,651.3,303.2,657,2350.6,37.2,41.97887489,-87.75758499,"(41.97887489, -87.75758499)"
2017,145926,"MAM 7301 Sheridan, LLC",7301 N. Sheridan Rd.,60626,ROGERS PARK,Multifamily Housing,74884,1922,1,63,1716540,5277539,,,,93.4,146,101.3,154.3,597.7,8,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2017,156350,Silversmith Hotel & Suites - CSS,10 South Wabash Avenue,60603,LOOP,Hotel,135000,2007,1,35,8184726,5359000,,,,100.3,232.1,102.9,240.1,1798,13.3,41.88147936,-87.62619963,"(41.88147936, -87.62619963)"
2017,120614,Gateway to West Loop,16-40 S. Halsted,60661,NEAR WEST SIDE,Supermarket/Grocery Store,95862,2012,1,56,14362930,9446279,,,,248.4,573.9,254.9,580.8,3157.4,32.9,41.88105,-87.647382,"(41.88105, -87.647382)"
2017,250090,Irene McCoy Gaines Apartments,3700 W. Congress Parkway,60624,EAST GARFIELD PARK,Multifamily Housing,117963,1964,1,71,2038813,7549271,,,,81.3,121.5,86.9,127.3,777.9,6.6,41.8747432,-87.71838095,"(41.8747432, -87.71838095)"
2017,114874,4900 Drexel Cooperative,4900 South Drexel,60615,KENWOOD,Multifamily Housing,90000,1940,1,83,314027,7134500,,,,82.8,94.2,90.7,102.5,437,4.9,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2017,251617,Budlong Elem-CPS,2701 W Foster Ave,60625,LINCOLN SQUARE,K-12 School,102352,1905,1,87,1947938,4712271,,,,65.1,108.1,72.1,115.5,610.5,6,41.97552409,-87.69722301,"(41.97552409, -87.69722301)"
2017,159649,Belmont Tower,510 West Belmont Avenue,60657,LAKE VIEW,Multifamily Housing,279147,1970,1,70,4433157,21350000,,,,92.4,130.2,97.3,135.4,1953.7,7,41.94030774,-87.64275862,"(41.94030774, -87.64275862)"
2017,137642,Chicago & Kedzie Plaza,800 N Kedzie,60651,HUMBOLDT PARK,Strip Mall,106836,1989,2,,,2609118,,,,24.4,25.6,,,138.6,1.3,41.89703652,-87.70774217,"(41.89703652, -87.70774217)"
2017,158739,Pensacola,4334 N Hazel St,60613,UPTOWN,Multifamily Housing,444928,1981,1,6,22845872,3954385,,,,60.2,170.6,60.7,171,4434.1,10,41.96130142,-87.65304005,"(41.96130142, -87.65304005)"
2017,253980,"Bank Note Place Condominium Association, Inc.",120 E. Cullerton St.,60616,NEAR SOUTH SIDE,Multifamily Housing,176000,1902,2,99,840314,8634098,,,,53.8,66.5,57.3,70.1,614,3.5,41.84585979,-87.62921264,"(41.84585979, -87.62921264)"
2017,157161,909 W. Washington Condominium Association,909 W. Washington St.,60607,NEAR WEST SIDE,Multifamily Housing,214000,2004,1,79,4451353,6973722,,,,53.4,99.5,56.9,103.8,1193.4,5.6,41.88284087,-87.65031178,"(41.88284087, -87.65031178)"
2017,156840,One Superior Place,1 W Superior St.,60654,NEAR NORTH SIDE,Multifamily Housing,657140,1999,1,75,18483125,39609263,,,,88.4,151.6,95.1,160,5521.3,8.4,41.89526506,-87.62898937,"(41.89526506, -87.62898937)"
2017,251474,Audubon Elem-CPS,3500 N Hoyne Ave,60618,NORTH CENTER,K-12 School,72489,1893,1,92,1126528,3683803,,,,66.4,102.2,75.3,111.6,404,5.6,41.94541394,-87.68145401,"(41.94541394, -87.68145401)"
2017,156891,Olympia Centre,737 N Michigan,60611,NEAR NORTH SIDE,Mixed Use Property,1060961,1984,1,,73454321,,,,,69.2,217.4,72.7,228.4,13581.3,12.8,41.89605284,-87.62356326,"(41.89605284, -87.62356326)"
2017,254514,Willow Square Condo Association (Bldg 4),2012 W St Paul Ave,60647,WEST TOWN,Multifamily Housing,70400,1974,1,81,1337115,2296393,,,,51.6,93.9,54.7,97.3,369.2,5.2,41.9174,-87.68401,"(41.9174, -87.68401)"
2017,158647,Ambassador House Condominium Association,1325 N State Parkway,60610,NEAR NORTH SIDE,Multifamily Housing,191825,1966,1,16,5463738,14778197,,,,105.5,170.3,113.1,178.2,1795.2,9.4,41.90641717,-87.62835303,"(41.90641717, -87.62835303)"
2017,156856,Presence Stone Professional Office Building,2800-2812 N Sheridan Rd,60657,LAKE VIEW,Medical Office,96180,1991,1,44,4386361,5989000,,,,107.9,208.6,115.3,216.1,1129.1,11.7,41.93320344,-87.63984213,"(41.93320344, -87.63984213)"
2017,101519,239-Senior Suites of Marquette Village,7430 S. Rockwell,60629,CHICAGO LAWN,Senior Care Community,77682,2010,1,51,2493466,4224000,,,,86.5,157.9,91.8,164.4,685.4,8.8,41.77517105,-87.71389848,"(41.77517105, -87.71389848)"
2017,106052,"6214 N. Winthrop, LLC",6214-6218 N. Winthrop Ave.,60660,EDGEWATER,Multifamily Housing,58321,1969,1,94,749152,3525028,,,,73.3,103.8,79,109.8,325.7,5.6,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
2017,251560,Hampton Fine-CPS,3434 W 77th St,60652,ASHBURN,K-12 School,98776,2000,1,14,5444484,3256801,,,,88.1,207.7,91.8,211.2,1179.6,11.9,41.75376157,-87.70893328,"(41.75376157, -87.70893328)"
2017,260116,Submit 2018* - 3812 S Michigan,3812 S. Michigan,60609,DOUGLAS,Multifamily Housing,71987,1971,1,100,418136,,,,,5.8,18.2,5.8,18.2,77.3,1.1,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
2017,243108,The 3600 Condominium Association,3600 N. Lake Shore Drive,60613,LAKE VIEW,Multifamily Housing,779480,1961,1,39,13971696,65487833,,,,101.9,144.5,109.5,152.4,6061.7,7.8,41.94896909,-87.64428388,"(41.94896909, -87.64428388)"
2017,109549,Lunt Avenue Condominium & Health Club,1327-1337 W. Lunt Ave.,60626,ROGERS PARK,Multifamily Housing,59768,1925,1,29,530522,4238611,,,,79.8,102.3,88.4,111.3,323.2,5.4,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2017,253967,20 N State,20 North State Street,60602,Loop,Multifamily Housing,211608,1930,1,53,7758165,10852617,,,,87.9,169,93.9,176.3,2010.9,9.5,41.8833006,-87.62933043,"(41.8833006, -87.62933043)"
2017,208356,Cameron Elem-CPS,1234 N Monticello Ave,60651,HUMBOLDT PARK,K-12 School,137334,1897,1,61,2134440,5532305,,,,55.8,91.1,63.6,99.2,688.5,5,41.90411441,-87.71824487,"(41.90411441, -87.71824487)"
2017,251219,555 Cornelia (251219),555 West Cornelia Ave.,60657,LAKE VIEW,Multifamily Housing,220800,1961,1,64,3790930,15404681,,,,86.9,127.2,93.5,134.3,1519.1,6.9,41.94580944,-87.64408989,"(41.94580944, -87.64408989)"
2017,253965,Bauer Building,224-230 W Huron St,60654,NEAR NORTH SIDE,Office,66043,1903,1,87,2748172,1554390,,,,65.1,155.4,69.9,161.6,590.7,8.9,41.89158015,-87.63783734,"(41.89158015, -87.63783734)"
2017,175740,Heartbreak Loftominium Association,17 N. Loomis St.,60607,NEAR WEST SIDE,Multifamily Housing,90000,1915,1,63,1281158,3859812,,,,57.1,89.7,61.5,94.6,441.9,4.9,41.87399385,-87.651678,"(41.87399385, -87.651678)"
2017,251896,Region 4 Off-CPS,4655 S DEARBORN ST,60609,GRAND BOULEVARD,Office,99100,1990,1,66,3066811,8642570,,,,118.2,188.7,135.6,207,1026.1,10.4,41.81013916,-87.62690203,"(41.81013916, -87.62690203)"
2017,101910,Michael A. Bilandic Building,160 N. LaSalle St.,60601,LOOP,Office,445145,1920,1,82,17032199,12127525,,,,65.5,148.7,70.1,153.6,3793.3,8.5,41.88474397,-87.63249596,"(41.88474397, -87.63249596)"
2017,254158,5141 N Christiana Ave.,5141 N Christiana Ave.,60625,North Park,College/University,101000,2014,1,,5262723,6078474,,,,112.3,226.8,116.5,229.4,1295.9,12.8,41.8842525,-87.63245,"(41.8842525, -87.63245)"
2017,158380,Monroe Building,104 S Michigan Avenue,60603,LOOP,Office,243166,1912,1,78,12770052,10316238,,,,94.9,209.4,99.6,213.7,2909.1,12,41.88064983,-87.62495547,"(41.88064983, -87.62495547)"
2017,251421,Ebinger Elem-CPS,7350 W Pratt Ave,60631,EDISON PARK,K-12 School,71318,1927,1,61,2653335,2595210,,,,73.6,155,79.5,163.6,628.4,8.8,42.00463823,-87.81082652,"(42.00463823, -87.81082652)"
2017,251946,1010 Lake Shore Assocation,1000 N. Lake Shore Drive,60611,NEAR NORTH SIDE,Not Available,253446,1954,1,,,,,,,,,,,,,41.900883,-87.624237,"(41.900883, -87.624237)"
2017,159002,U.S. Bank -- Pullman Branch,1000 E 111th Street,60628,PULLMAN,Bank Branch,96000,1972,1,14,5657618,7934535,,,,141.6,271.8,147.6,278.2,1467.5,15.3,41.69442889,-87.5991852,"(41.69442889, -87.5991852)"
2017,114201,1350 N Astor Street,1350 N Astor Street,60610,NEAR NORTH SIDE,Multifamily Housing,71495,1949,1,69,1078090,4722678,,,,81.1,116.7,88.6,125.3,450.2,6.3,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2017,157165,Las Americas Apartments,1611 S. Racine Ave,60608,LOWER WEST SIDE,Multifamily Housing,123500,1951,1,68,2345388,9928681,,,,99.4,144,103.6,148.1,961,7.8,41.85914429,-87.65602559,"(41.85914429, -87.65602559)"
2017,251716,Pullman Elem-CPS,11311 S FORRESTVILLE AVE,60628,PULLMAN,K-12 School,80075,1909,1,21,1523379,8326280,,,,123,168.9,139.7,186.5,723.9,9,41.68869044,-87.60883165,"(41.68869044, -87.60883165)"
2017,101776,Hyatt Regency Chicago,151 East Wacker Drive,60601,LOOP,Hotel,1885658,1974,1,64,77928511,110463497,,,,99.9,191.3,104,195,20275.8,10.8,41.88770297,-87.62267404,"(41.88770297, -87.62267404)"
2017,173949,"Park Gables Apartment Homes, INC",2438-2484 W Estes Ave,60645,WEST RIDGE,Multifamily Housing,103000,1928,1,74,380424,9680900,,,,97.7,110.3,109.5,122.9,584.5,5.7,42.00880199,-87.69502812,"(42.00880199, -87.69502812)"
2017,251476,JensenSchAca-CPS,3024 W Harrison,60612,EAST GARFIELD PARK,K-12 School,64440,1963,1,74,1717775,2242847,,,,61.5,120.2,66.6,125.7,436.7,6.8,41.873768,-87.701596,"(41.873768, -87.701596)"
2017,251419,Bronzeville-CPS,8 W Root St,60609,GRAND BOULEVARD,K-12 School,63929,1972,1,100,,14030,,,,0.2,0.2,0.2,0.2,0.7,,41.8194828,-87.62700116,"(41.8194828, -87.62700116)"
2017,173858,Sullivan Center-ID# 173858,6339 N Sheridan Rd,60626,EDGEWATER,Mixed Use Property,130027,2000,1,,7674032,,,,,59,185.3,60.9,191.1,1418.9,10.9,41.99781208,-87.65504913,"(41.99781208, -87.65504913)"
2017,251739,North Grand-CPS,4330 W Wabansia Ave,60639,HUMBOLDT PARK,K-12 School,205094,2000,1,20,12730711,10606024,,,,113.8,249.2,119.1,253.5,2917.2,14.2,41.911616,-87.735051,"(41.911616, -87.735051)"
2017,251600,Mozart-CPS,2200 N Hamlin Ave,60647,LOGAN SQUARE,K-12 School,92365,1910,1,69,2440196,4077988,,,,70.6,129.3,79.2,138.4,667.8,7.2,41.92132822,-87.72244339,"(41.92132822, -87.72244339)"
2017,106042,LaSalle Towers Condominium Association,1211 N. LaSalle St.,60610,NEAR NORTH SIDE,Multifamily Housing,57041,1924,1,4,2967345,1090228,,,,71.1,183.4,76.3,198.7,606.6,10.6,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2017,114198,1415 North Dearborn Condominium Association,1415 N Dearborn St,60610,NEAR NORTH SIDE,Multifamily Housing,128700,1973,1,45,5496428,1775185,,,,56.5,148.6,60.6,161.3,1110.5,8.6,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2017,114858,Scholars Corner Apartments,5100-5110 S. Cornell,60615,HYDE PARK,Multifamily Housing,60000,1925,1,16,3009609,2422489,,,,90.5,199.9,96,215.9,685.1,11.4,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2017,100393,Ford City Mall,7601 S Cicero Ave,60652,WEST LAWN,Enclosed Mall,864923,1950,1,,142925541,53244653,,,,226.8,583.5,224.4,576,29254.3,33.8,41.75582921,-87.73699268,"(41.75582921, -87.73699268)"
2017,250132,Yards Forman Mills,4520 South Damen Ave.,60609,NEW CITY,Retail Store,52875,1990,1,41,2753098,1996139,,,,89.8,203.1,94.2,206.5,615.1,11.6,41.80939464,-87.67500128,"(41.80939464, -87.67500128)"
2017,254994,Hampton/Homewood Suites Chicago West Loop,118 N Jefferson St,60661,Near West Side,Hotel,332424,2016,1,90,9491410,5787977,,,,46,107.9,47.9,111.5,2062.3,6.2,41.8836454,-87.64276631,"(41.8836454, -87.64276631)"
2017,244534,One Museum Park East Condominium Association,1211 S. Prairie Private,60605,NEAR SOUTH SIDE,Multifamily Housing,952287,2008,1,76,20162003,40079098,,,,63.3,110.7,67.4,115.5,5856.6,6.2,41.86619413,-87.62121604,"(41.86619413, -87.62121604)"
2017,251396,Hammond Elem-CPS,2819 W 21st Place,60623,SOUTH LAWNDALE,K-12 School,59692,1913,1,83,1352424,2392205,,,,62.7,113.2,70.3,121.1,377.1,6.3,41.85254282,-87.69629775,"(41.85254282, -87.69629775)"
2017,173764,Saint Luke Church & Academy,1500 West Belmont Ave,60657,LAKE VIEW,Other - Education,64000,1884,1,,802721,,,,,12.5,39.4,12.5,39.4,148.4,2.3,41.94002677,-87.66679292,"(41.94002677, -87.66679292)"
2017,253946,"Lakeview Pointe Condominium Association, Inc.",7736-7772 N. Sheridan Rd.,60626,ROGERS PARK,Multifamily Housing,80000,2003,1,93,1372532,2513265,,,,48.6,86.9,51.3,89.9,387.3,4.8,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2017,112016,Ridgemoor Estates 1 Condominium,4106 N. Narragansett Avenue,60634,DUNNING,Multifamily Housing,56000,1988,1,,555692,28517,,,,10.4,31.7,10.4,31.4,104.3,1.9,41.94530408,-87.80186746,"(41.94530408, -87.80186746)"
2017,250143,325 North Wells,325 North Wells,60654,NEAR NORTH SIDE,College/University,154112,1914,1,,4603344,5966530,,3424068,,90.8,156.7,94.7,161.2,1348.5,8.8,41.88833144,-87.63394425,"(41.88833144, -87.63394425)"
2017,101969,Chicago Temple Building,77 W. Washington,60602,LOOP,Office,238531,1924,1,65,10150079,11058574,,,,88.9,182.3,94.5,187.6,2464.1,10.3,41.88285519,-87.6306155,"(41.88285519, -87.6306155)"
2017,251655,Doolittle El-CPS,521 E 35th St,60616,DOUGLAS,K-12 School,186448,1923,1,48,3568966,10745568,,,,76.8,120.6,85.8,130.1,1230.6,6.6,41.83075294,-87.61355279,"(41.83075294, -87.61355279)"
2017,157614,50 E 16th,50 East 16th St,60616,NEAR SOUTH SIDE,Multifamily Housing,215531,2008,1,42,6919526,9315362,,,,75.3,146.2,79.8,152.4,1774.2,8.2,41.86023774,-87.62517138,"(41.86023774, -87.62517138)"
2017,172542,Lake Vista Apartments,1430 S. Indiana Ave.,60605,NEAR SOUTH SIDE,Multifamily Housing,334816,1982,1,43,6231796,21643512,,,,83.3,126.3,88.4,131.7,2301.8,6.9,41.86863212,-87.62730687,"(41.86863212, -87.62730687)"
2017,238957,2626 Lakeview Condominium,2626 North Lakeview,60614,LINCOLN PARK,Multifamily Housing,787000,1967,1,81,11747697,38299104,,,,63.6,98,68.4,103.2,4206.3,5.3,41.93028033,-87.63999004,"(41.93028033, -87.63999004)"
2017,251592,Cleveland ES-CPS,3121 W Byron St,60618,IRVING PARK,K-12 School,97461,1910,1,64,1570885,4723630,,,,64.6,101.5,71.9,109.9,541.3,5.6,41.9516283,-87.7063067,"(41.9516283, -87.7063067)"
2017,111536,(IL587) - 2335 N. Commonwealth,2333-2341 N. Commonwealth,60657,LINCOLN PARK,Multifamily Housing,88788,1917,1,75,151425,9273706,,,,106.2,115,114.5,123.8,520.6,5.9,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2017,102083,Pratt Blvd Place Condo Assoc,1645-63 W Pratt condo Assoc,60626,ROGERS PARK,Multifamily Housing,68000,1930,1,82,810742,3381355,,,,61.6,89.6,66.8,95,329.5,4.8,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2017,243199,Montgomery on Superior Condominium Association,500 W. Superior,60654,NEAR NORTH SIDE,Multifamily Housing,403260,2005,1,6,18022733,27671223,,,,113.3,212.4,120.2,219.6,4802.1,11.9,41.89587403,-87.64226427,"(41.89587403, -87.64226427)"
2017,251445,Lara Academy-CPS,4619 S Wolcott Ave,60609,NEW CITY,K-12 School,67964,1996,1,28,2722814,2138118,,,,71.5,158.8,74.8,161.6,617,9.1,41.8097353,-87.67189911,"(41.8097353, -87.67189911)"
2017,173622,444 W Jackson,444 W Jackson,60606,NEAR WEST SIDE,Fitness Center/Health Club/Gym,71235,1974,1,,7084090,10096475,,,,241.2,461.1,249.4,472.7,1846.1,25.9,41.87808768,-87.63895016,"(41.87808768, -87.63895016)"
2017,159924,Twin Towers Apartments,1645-49 E 50th Street,60615,KENWOOD,Multifamily Housing,217600,1951,2,46,6590009,11619806,,,,83.7,151.2,88.6,156.5,1835.6,8.4,41.80405125,-87.58442765,"(41.80405125, -87.58442765)"
2017,175242,C5870LAK (22233),5870 W LAKE ST,60644,AUSTIN,Multifamily Housing,50000,1965,1,70,683666,2811200,,,,69.9,102,70.4,103.5,275.7,5.5,41.88039405,-87.75826967,"(41.88039405, -87.75826967)"
2017,103601,120 South LaSalle Street Building,120 South LaSalle Street,60603,LOOP,Office,760892,1929,1,93,19479924,16625185,,11102028,,62,117.9,64.2,120.3,5069.9,6.7,41.88035359,-87.63280586,"(41.88035359, -87.63280586)"
2017,251255,Tower Residences: 1235 South Prairie Avenue,1235 South Prairie Avenue,60605,NEAR SOUTH SIDE,Multifamily Housing,605856,2006,1,84,8034093,26751201,,,,57.4,88,61.3,91.7,2906.3,4.8,41.86619413,-87.62121604,"(41.86619413, -87.62121604)"
2017,103731,900 W Fullerton,900 W Fullerton,60614,LINCOLN PARK,Multifamily Housing,52500,2000,1,71,801288,2938252,,,,71.2,106.7,76,111.8,304.2,5.8,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2017,250071,Cabrini Rowhouses,900 N. HUDSON,60610,NEAR NORTH SIDE,Multifamily Housing,744162,1943,1,100,3214278,354252,,,,4.8,14.1,5,14.6,613.1,0.8,41.89867941,-87.64022273,"(41.89867941, -87.64022273)"
2017,251634,Calmeca Fine-CPS,3456 W 38th Street,60632,BRIGHTON PARK,K-12 School,108624,2010,1,60,4019790,1790855,,,,53.5,133.5,55.4,135.5,838.4,7.7,41.82509374,-87.7114156,"(41.82509374, -87.7114156)"
2017,173322,CHICAGO SOUTH (1488),8560 S COTTAGE GROVE AVE,60619,CHATHAM,Retail Store,126880,2002,1,83,6149939,3210400,,,,73.8,178.8,78.3,184.7,1307.6,10.3,41.73932767,-87.60676683,"(41.73932767, -87.60676683)"
2017,251537,Finkl Elemen-CPS,2332 S Western Ave,60608,LOWER WEST SIDE,K-12 School,71980,1995,1,56,2834874,2755699,,,,77.7,163.9,83.2,169.7,670.5,9.3,41.84924555,-87.68696626,"(41.84924555, -87.68696626)"
