Data Year,ID,Property Name,Reporting Status,Address,ZIP Code,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,Water Use (kGal),ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2018,160293,Millennium Centre (33 West Ontario Condominium Association),Submitted,33 W Ontario,60654,4.0,false,NEAR NORTH SIDE,Multifamily Housing,1043204,2003,1,20863,80,25211257.8,31579401.4,,,,54.4,99.5,54.3,98,5871.6,5.6,41.89324294,-87.62922972,"(41.89324294, -87.62922972)"
2018,103770,CME Group Inc,Submitted,333 South LaSalle,60604,1.0,false,LOOP,Financial Office,261217,1997,1,4282,6,33082615.5,,,23498045.2,,216.6,436.5,215.2,433.3,6742.1,25.8,41.877735,-87.631723,"(41.877735, -87.631723)"
2018,134516,(IL219) - 333 S Des Plaines,Submitted,333 S. Des Plaines,60661,3.5,false,NEAR WEST SIDE,Multifamily Housing,178336,1924,1,2990,52,5196162.1,7467227.7,,,,71,125.5,70.2,124.3,1261.1,7.1,41.88321395,-87.64336601,"(41.88321395, -87.64336601)"
2018,172181,Emmanuel Baptist Church,Submitted,8301 S Damen Avenue,60620,2.0,false,AUBURN GRESHAM,Worship Facility,75627,1961,1,17,46,687990.6,4030291.7,,,,62.4,81.4,62.8,81.9,328.5,4.3,41.74216395,-87.67260627,"(41.74216395, -87.67260627)"
2018,251438,"Stockton Specialty, Joseph -CPS",Exempt,4420 N Beacon St,60640,,true,UPTOWN,,112070,,1,1157,,,,,,,,,,,,,41.96230386,-87.66415926,"(41.96230386, -87.66415926)"
2018,103640,One North LaSalle,Submitted,1 N. LaSalle,60602-3902,4.0,false,LOOP,Office,554777,1929,1,4998,53,16691715.5,30018227.8,,,,84.2,141.1,83.9,140.7,4371.3,7.9,41.8823233,-87.6320043,"(41.8823233, -87.6320043)"
2018,240068,The Farallon Condominium,Submitted,600 N Dearborn St.,60654,1.0,false,NEAR NORTH SIDE,Multifamily Housing,223535,2001,1,6453,29,4836086.9,16781256.1,,4447092,,116.6,157.5,117.8,158.8,,,41.89268011,-87.630164,"(41.89268011, -87.630164)"
2018,113509,1330 LaSalle,Submitted,1330 N. LaSalle Dr.,60610,4.0,false,NEAR NORTH SIDE,Multifamily Housing,74500,1978,1,1728,99,1574201.3,,,,,21.1,59.2,20.5,57.5,261.9,3.5,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2018,159812,Horizon House (159812),Submitted,5733 N. Sheridan Road,60660,2.0,false,EDGEWATER,Multifamily Housing,273845,1965,1,,42,12658881.7,,,,,46.2,129.4,45.1,126.4,2106,7.7,41.98682975,-87.65442061,"(41.98682975, -87.65442061)"
2018,251621,Langston H-CPS,Submitted,226 W 104th St,60628,1.0,false,ROSELAND,K-12 School,100000,1990,1,1614,12,7012185.4,3441905.9,,,,104.5,232.5,103.4,230.8,1349.4,13.5,41.70455455,-87.62936101,"(41.70455455, -87.62936101)"
2018,254051,NewCity Retail,Submitted,1457 N Halsted St,60642,2.0,false,Near North Side,Other,678977,2015,4,17796,,60467532.2,14084490.6,,,,109.8,271.1,108.8,270.1,10807.7,15.9,41.9038385,-87.63668,"(41.9038385, -87.63668)"
2018,251550,Coles Model-CPS,Submitted,8441 S Yates Blvd,60617,1.5,false,SOUTH CHICAGO,K-12 School,94614,1992,1,116,31,3619811.3,4631712.6,,,,87.2,158.5,90.5,162.4,848.2,9,41.74148073,-87.56566918,"(41.74148073, -87.56566918)"
2018,254163,Maguire Hall-ID#254163,Submitted,1-11 E Pearson Ave,60611,2.5,false,Near North Side,Office,55056,1980,1,441,40,2973650.8,814400,,,,68.8,166.8,68.8,166.6,538,9.8,41.8957877,-87.62247,"(41.8957877, -87.62247)"
2018,206858,3240 North Lake Shore Drive,Submitted,3240 North Lake Shore Drive,60657,4.0,false,LAKE VIEW,Multifamily Housing,254911,1928,1,235,98,3038847,15195162.6,,,,71.5,96,70,94.4,1312.6,5.1,41.9413697,-87.63997004,"(41.9413697, -87.63997004)"
2018,251267,Erie on the Park: 510 West Erie Street,Submitted,510 West Erie Street,60654,1.0,false,NEAR NORTH SIDE,Multifamily Housing,243690,1990,1,4096,24,5379093.1,19369751,,,,101.6,145.3,101.8,145.5,1923.7,7.9,41.893928,-87.641583,"(41.893928, -87.641583)"
2018,119914,N002301-CHICAGO (83RD & STEWART) IL,Submitted,8411 SOUTH HOLLAND ROAD,60620,1.0,false,CHATHAM,Retail Store,115928,2007,1,404,13,7650475.1,3067985.8,,,,92.5,212.6,91.1,211.1,1435.7,12.4,41.74032788,-87.63113941,"(41.74032788, -87.63113941)"
2018,159565,(IL542) - The Warick,Submitted,1501 N State Parkway,60610,2.5,false,NEAR NORTH SIDE,Multifamily Housing,215384,1974,1,4374,34,8380871.7,5188995,,,,63,134.2,62.2,131.5,1669.9,7.8,41.90977128,-87.62842476,"(41.90977128, -87.62842476)"
2018,101868,AG 300 South Wacker Owner LLC,Submitted,300 South Wacker Drive,60606,4.0,false,LOOP,Office,600713,1971,1,7433,73,24820904.5,19840429.2,,,,74.3,150.4,71.6,145.7,5183.1,8.6,41.87767066,-87.6371323,"(41.87767066, -87.6371323)"
2018,172128,The Moody Memorial Church,Submitted,1609 1641 N LASALLE DR,60614,1.5,false,LINCOLN PARK,Worship Facility,145300,1925,1,,31,4669291.3,6727000.2,,,,78.4,138.6,78.9,139.1,1134.1,7.8,41.91180513,-87.63261624,"(41.91180513, -87.63261624)"
2018,244387,Regatta Condominium Association,Submitted,420 E. Waterside Dr,60601,2.5,false,LOOP,Multifamily Housing,452227,2006,1,14945,52,13452471.9,25516667.8,,,,86.2,142.5,87,143.3,3593.3,7.9,41.88718713,-87.61626502,"(41.88718713, -87.61626502)"
2018,256426,Galvin Library,Not Submitted,35 West 33rd,60616,0.0,false,DOUGLAS,College/University,92978,1962,1,3671,,1306492.3,,4686424.8,,,64.5,100,,,528.5,5.7,41.842325,-87.62715344,"(41.842325, -87.62715344)"
2018,103620,ACIA AG Auto LLC,Not Submitted,1530 N Dayton St,60642,0.0,false,NEAR NORTH SIDE,,412000,,1,1765,,,,,,,,,,,,,41.910106,-87.649495,"(41.910106, -87.649495)"
2018,256408,8794,Submitted,320 E Superior St,60611,1.0,false,NEAR NORTH SIDE,Laboratory,186803,1965,1,,,31620911.3,34965914.2,,,,356.5,670.5,355.6,668.2,7117.8,38.1,41.89837,-87.62281702,"(41.89837, -87.62281702)"
2018,106112,Skiritai Bittersweet LLC,Submitted,732 W. Bitterwsweet Pl,60613,1.0,false,UPTOWN,Multifamily Housing,54738,1933,1,2696,16,2802173.2,3625884.1,,,,117.4,212.9,118.3,214.8,658.8,12,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
2018,175551,03187-119th and Marshfield,Submitted,11730 S. Marshfield Ave.,60643,2.0,false,MORGAN PARK,Supermarket/Grocery Store,61567,2008,1,5300,42,9960197.8,6348700.1,,,,264.9,561.3,266.3,562.5,1994.2,32.4,41.68050591,-87.66246295,"(41.68050591, -87.66246295)"
2018,172078,Morgan Park United Methodist Church,Not Submitted,11030 S Longwood Dr,60643,0.0,false,MORGAN PARK,,70625,,1,398,,,,,,,,,,,,,41.69376514,-87.67196572,"(41.69376514, -87.67196572)"
2018,242643,(IL296) - 1400 Museum Park Condo,Submitted,100 E 14th Street,60605,4.0,false,NEAR SOUTH SIDE,Multifamily Housing,539763,2008,1,11210,71,12862707.7,27040741.8,,,,73.9,119.3,74.6,119.7,3576.2,6.6,41.86449617,-87.62369303,"(41.86449617, -87.62369303)"
2018,174279,Diversey Square Phase 1 - TOTAL,Submitted,3300 W Diversey Ave,60647,1.0,false,AVONDALE,Multifamily Housing,181132,1920,6,1654,15,3356689.1,19835188,,,,128,166.9,129.5,168.3,1612,8.9,41.92075046,-87.70152825,"(41.92075046, -87.70152825)"
2018,175907,Washington Courts,Submitted,5424 West Washington,60644,1.5,false,AUSTIN,Multifamily Housing,109084,1929,3,2122,38,912712.7,12071573.6,,,,119,139.6,116,136.1,793,7.3,41.88039405,-87.75826967,"(41.88039405, -87.75826967)"
2018,161131,731 S Plymouth Ct,Not Submitted,731 S Plymouth Ct,60605,0.0,false,LOOP,,136993,,1,2131,,,,,,,,,,,,,41.87269291,-87.62837598,"(41.87269291, -87.62837598)"
2018,175581,360 N STATE ST,Not Submitted,360 N STATE ST,60654,0.0,false,NEAR NORTH SIDE,,72000,,1,1343,,,,,,,,,,,,,41.88897886,-87.62803747,"(41.88897886, -87.62803747)"
2018,114817,THE WATERGATE EAST CONDOMINIUM,Submitted,5471 S. Hyde Park Blvd.,60615,2.0,false,HYDE PARK,Multifamily Housing,54700,1970,1,1861,44,3015761.4,,,,,55.1,154.4,53.2,148.9,501.7,9.2,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2018,221751,Appleville Condominium,Submitted,501 W. 24th Place,60616,4.0,false,ARMOUR SQUARE,Multifamily Housing,260000,1978,1,12406,94,6906266.7,6025800.1,,,,49.7,98.7,48.9,95.8,1469,5.7,41.84787679,-87.63924831,"(41.84787679, -87.63924831)"
2018,175494,,Exempt,1415 N DAYTON ST,60642,,true,NEAR NORTH SIDE,,56200,,1,450,,,,,,,,,,,,,41.90676326,-87.64907888,"(41.90676326, -87.64907888)"
2018,251524,Air Force Academy (Abbott Elementary ) -CPS,Exempt,3630 S Wells St,60609,,true,ARMOUR SQUARE,,66100,,1,229,,,,,,,,,,,,,41.82818263,-87.63325219,"(41.82818263, -87.63325219)"
2018,100375,C3600FRA (22112),Submitted,3600 W FRANKLIN BLVD,60624,4.0,false,HUMBOLDT PARK,Multifamily Housing,63514,1917,1,3303,88,608857.8,3670412.3,,,,67.4,87.5,67.5,87.7,296.2,4.7,41.8808242,-87.72327934,"(41.8808242, -87.72327934)"
2018,251460,GarfieldPark-CPS,Submitted,2651 W Washington Blvd,60612,3.0,false,EAST GARFIELD PARK,Office,77000,2002,1,592,50,3354920,,,,,43.6,122,43.6,122,558.1,7.2,41.882915,-87.692789,"(41.882915, -87.692789)"
2018,156406,"The Shops on Wabash, LLC",Submitted,17-23 N. Wabash,60602,3.0,false,LOOP,Office,70680,1900,1,2918,,3461675.3,3105394,,,,92.9,183.3,92.4,181.4,740.8,10.5,41.88267337,-87.62617421,"(41.88267337, -87.62617421)"
2018,254170,San Francisco Hall-ID# 254170,Submitted,6327 N Kenmore Ave,60626,3.5,false,Edgewater,Residence Hall/Dormitory,92000,2013,1,,77,4258643.4,75219.3,,,,47.1,130.5,46.2,127.8,712.5,7.7,41.99723585,-87.65688616,"(41.99723585, -87.65688616)"
2018,106101,Wrightwood II LLC,Submitted,443 W Wrightwood Ave,60614,3.0,false,LINCOLN PARK,Multifamily Housing,90140,1928,1,4001,66,1631519.5,8531497.8,,,,112.7,150.1,113.9,150.1,724.6,8,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2018,158303,W Chicago Lakeshore,Submitted,644 North Lake Shore Drive,60611,1.5,false,NEAR NORTH SIDE,Hotel,381382,1965,1,21649,32,25006247.7,14900431,,,,104.6,224.6,102.1,219.2,4951.6,13,41.89390514,-87.61565091,"(41.89390514, -87.61565091)"
2018,251399,Park Manor E-CPS,Submitted,7037 S Rhodes Ave,60637,1.0,false,GREATER GRAND CROSSING,K-12 School,62706,1913,1,1999,6,1738967.4,8275154.6,,,,159.7,216.2,158.5,214.9,728.8,11.6,41.76678503,-87.61131313,"(41.76678503, -87.61131313)"
2018,173718,Shore Crest Apartments,Submitted,420 W. Wrightwood Ave.,60614,3.0,false,LINCOLN PARK,Multifamily Housing,77287,1921,1,5312,65,897485.7,7933439.9,,,,114.3,140.3,112,137.9,570.7,7.4,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2018,254296,Brompton,Submitted,534-552 West Brompton,60657,4.0,false,Lake View,Multifamily Housing,109140,1924,1,2441,94,254846.4,6770000.2,,,,64.4,71.7,64.4,71.7,402,3.7,41.9398563,-87.65846,"(41.9398563, -87.65846)"
2018,116336,LaSalle Private Residences,Submitted,1212 N LaSalle,60610,3.5,false,NEAR NORTH SIDE,Multifamily Housing,367627,1986,1,,58,11860589.7,7418510.2,,,,52.4,111.5,51.1,108.9,2367.2,6.4,41.90420084,-87.63382507,"(41.90420084, -87.63382507)"
2018,252021,CICS Basil,Submitted,1816 W. Garfield Blvd,60609,2.0,false,NEW CITY,K-12 School,57350,1956,2,507,46,2090992.3,2209100,,,,75,142.5,74.2,141.8,465.2,8.1,41.794164,-87.67006603,"(41.794164, -87.67006603)"
2018,251213,Burnham Park Plaza Condo,Submitted,40 E. 9th St.,60605,3.0,false,LOOP,Multifamily Housing,418548,1915,1,17578,44,15340833.1,13176167.3,,,,68.1,135.7,66.9,133.7,3252,7.8,41.8707805,-87.62641571,"(41.8707805, -87.62641571)"
2018,175185,Jeffery Building Inc.,Submitted,1949 - 1959 E. 71st Street,60649,2.0,false,SOUTH SHORE,Multifamily Housing,52193,1935,1,3362,50,788730.9,4277294.7,,,,97.1,128.4,94.8,125.4,358.4,6.9,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
2018,101980,Harold Washington College,Submitted,30 East Lake Street,60601,3.0,false,LOOP,College/University,345300,1983,1,4598,,17472265.1,1509999.9,,,,55,146.3,54.1,143.8,2987,8.7,41.88606565,-87.62685764,"(41.88606565, -87.62685764)"
2018,251368,WashingtonHS-CPS,Submitted,3535 E 114TH ST,60617,1.5,false,EAST SIDE,K-12 School,219291,1956,1,12093,37,5624009.8,19245743.6,,,,113.4,164,116,166.7,1957.9,8.9,41.68716583,-87.53818618,"(41.68716583, -87.53818618)"
2018,251902,Uplift Community HS -CPS,Exempt,900 W Wilson Ave,60640,,true,UPTOWN,,160000,,1,853,,,,,,,,,,,,,41.96604623,-87.65219674,"(41.96604623, -87.65219674)"
2018,224902,209 East Lake Shore Drive,Not Submitted,209 E LAKE SHORE DR,60611,0.0,false,NEAR NORTH SIDE,,286985,,1,4806,,,,,,,,,,,,,41.90090276,-87.6212397,"(41.90090276, -87.6212397)"
2018,159893,PNC ARHPF Island Terrrace Apt.,Submitted,6430 S. Stony island,60637,2.0,false,WOODLAWN,Multifamily Housing,200000,1969,1,15778,43,2327806.3,24988863.4,,,,136.6,163.8,138.7,166,1714.5,8.6,41.77784551,-87.58640642,"(41.77784551, -87.58640642)"
2018,134775,116 S. Michigan Ave.,Submitted,116 S. Michigan Ave.,60603,2.0,false,LOOP,College/University,114507,1906,1,1272,,9372180.5,249520,,,,84,231.5,84,231.5,1572.4,13.7,41.88021125,-87.62448047,"(41.88021125, -87.62448047)"
2018,114515,6901 Oglesby Avenue Apartment Building Corporation,Submitted,6901-6915 S. Oglesby Ave.,60649,2.0,false,SOUTH SHORE,Multifamily Housing,108400,1928,1,2823,47,453887.8,13488821.6,,,,128.6,142.4,122.9,136.4,792,7.3,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
2018,251579,"Henderson Elementary, CPS",Exempt,5640 S Wolcott,60636,,true,WEST ENGLEWOOD,,96400,,1,421,,,,,,,,,,,,,41.791026,-87.6718,"(41.791026, -87.6718)"
2018,255965,(IL367) - 5430 N. Sheridan Condo,Submitted,5430 N. Sheridan Road,60640,4.0,false,EDGEWATER,Multifamily Housing,82133,2008,1,2073,86,1592980.9,3912856.4,,,,67,104.3,65.2,102,472.8,5.8,41.96846,-87.65661,"(41.96846, -87.65661)"
2018,251587,Charles W Earle Elementary -CPS,Exempt,6121 S Hermitage Ave,60636,,true,WEST ENGLEWOOD,,133000,,1,,,,,,,,,,,,,,41.78246905,-87.66708286,"(41.78246905, -87.66708286)"
2018,254063,The Lofts at 1800 Condominium Association,Submitted,1800 W. Grace Street,60613,2.0,false,North Center,Multifamily Housing,181852,2009,1,3423,43,4061931.4,6351965.5,,,,57.3,99.2,56.1,97.9,1013.1,5.6,41.9543088,-87.6618,"(41.9543088, -87.6618)"
2018,250099,Long Life Apartments,Submitted,344 W 28TH PL,60616,2.0,false,ARMOUR SQUARE,Multifamily Housing,95888,1964,1,6482,43,1708245.1,8634704.7,,,,107.9,144.4,105.5,141.9,742.8,7.7,41.84332056,-87.63599976,"(41.84332056, -87.63599976)"
2018,132117,HOME DEPOT,Submitted,200 w. 87th st,60620,2.0,false,CHATHAM,Retail Store,128000,1996,1,1839,47,6931853.3,5757299.6,,,,99.1,198.9,97,196.5,1459,11.4,41.73721633,-87.63117106,"(41.73721633, -87.63117106)"
2018,140901,2800 North Orchard Condominium Association,Submitted,2800 N. Orchard St.,60657,3.5,false,LAKE VIEW,Multifamily Housing,96262,1978,1,1997,80,1767016.8,4931981.9,,,,69.6,105.2,68,103.4,555.9,5.8,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2018,252053,Kent Chemical Laboratory,Submitted,1020-24 East 58th Street,60637,2.0,false,HYDE PARK,Laboratory,59841,1894,1,370,,2720917.1,,10179685.2,5084400.2,,300.5,409.3,296.1,404.3,1396.5,23.3,41.789621,-87.597784,"(41.789621, -87.597784)"
2018,173883,1029-51 W North Shore LLC,Submitted,1029-51 W. North Shore Ave.,60626,1.0,false,ROGERS PARK,Multifamily Housing,65620,1924,1,658,12,1193987.4,7258231.9,,,,128.8,167.1,131.8,170.2,584.2,8.9,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2018,105360,200 N Central,Submitted,200 N Central Ave,60644,1.5,false,AUSTIN,Multifamily Housing,50291,1930,1,5468,40,621342.3,5046264.6,,,,112.7,140,114.4,141.6,371.4,7.4,41.88039405,-87.75826967,"(41.88039405, -87.75826967)"
2018,236345,The Private Residences at Ontario Place Condominium Association,Submitted,10 East Ontario,60611,1.0,false,NEAR NORTH SIDE,Multifamily Housing,572908,1983,1,25620,17,39395429.7,9457155,,,,85.3,209.9,83.1,203.8,7056.3,12.3,41.893322,-87.62772,"(41.893322, -87.62772)"
2018,111157,3963 W. Belmont,Submitted,3963 W. Belmont Avenue,60618,1.0,false,AVONDALE,Multifamily Housing,250000,1924,1,10549,30,5934187.9,14243444.8,,,,80.7,126.3,79.1,124.5,1743.8,7,41.94672055,-87.70319673,"(41.94672055, -87.70319673)"
2018,132533,"Elston Industrial lofts, Llc",Submitted,1737-1747 N Elston/ 1430-1454 W Willow,60642,,true,WEST TOWN,Mixed Use Property,83832,1923,1,3464,,1833370,4127803.3,,,,71.1,112.9,70.8,111.6,524.3,6.3,41.91442839,-87.66380985,"(41.91442839, -87.66380985)"
2018,130629,3510 3524 S WESTERN AVE,Not Submitted,3510 3524 S WESTERN AVE,60609,0.0,false,MCKINLEY PARK,,64320,,1,324,,,,,,,,,,,,,41.82953729,-87.68567164,"(41.82953729, -87.68567164)"
2018,255956,465 N Park Dr,Not Submitted,465 N Park Dr,60611,0.0,false,NEAR NORTH SIDE,,594675,,1,3771,,,,,,,,,,,,,41.89524,-87.6232,"(41.89524, -87.6232)"
2018,105725,Shorewind Towers,Submitted,7000 S. South Shore Dr.,60649,1.0,false,SOUTH SHORE,Multifamily Housing,205000,1920,1,13204,24,2401089.2,24279161.7,,,,130.1,157.2,132.4,159.5,1689,8.2,41.76259226,-87.57231648,"(41.76259226, -87.57231648)"
2018,251384,Cather-CPS,Submitted,2910 W Washington Blvd,60612,2.0,false,EAST GARFIELD PARK,K-12 School,52579,1963,1,738,19,1348893.6,3511308.2,,,,92.4,142,93.7,143.3,410.9,7.8,41.88328737,-87.69945712,"(41.88328737, -87.69945712)"
2018,251408,Clissold Ele-CPS,Submitted,2330 W 110th Pl,60643,4.0,false,MORGAN PARK,K-12 School,63257,2001,1,838,80,1368249.9,1176809.5,,,,40.2,80.1,40,79.5,290.1,4.6,41.692987,-87.679776,"(41.692987, -87.679776)"
2018,251314,(IL362) - Clock Tower Lofts Condo,Submitted,2300 W. Wabansia,60647,3.0,false,WEST TOWN,Multifamily Housing,148200,1920,1,3674,70,2502401.7,7868599.2,,,,70,103,67.5,100.3,834.2,5.6,41.91287091,-87.68444068,"(41.91287091, -87.68444068)"
2018,156829,St. Xavier University,Submitted,3700 W. 103rd St.,60655,2.0,false,MOUNT GREENWOOD,College/University,468006,1955,10,2319,,16723198.1,52116402.1,,,,147.1,217,146.5,213.9,5550.3,11.9,41.70945051,-87.71355541,"(41.70945051, -87.71355541)"
2018,252289,Palmer Square,Submitted,2128 N Kedzie,60647,2.5,false,LOGAN SQUARE,Multifamily Housing,213000,1900,6,2261,59,2546103.3,13418475.1,,,,75,99.6,73.7,97.5,1136.3,5.3,41.92017465,-87.70707286,"(41.92017465, -87.70707286)"
2018,250171,The Heritage at Millennium Park,Submitted,130 North Garland Court,60602,2.0,false,LOOP,Multifamily Housing,927832,2005,1,24824,26,50140056.5,16596599.6,,,,71.9,170.1,71.1,167.5,9223,9.9,41.884349,-87.625379,"(41.884349, -87.625379)"
2018,172126,1340 1350 W FULLERTON AVE,Not Submitted,1340 1350 W FULLERTON AVE,60614,0.0,false,LINCOLN PARK,,128002,,1,2633,,,,,,,,,,,,,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2018,152378,C4901DRE (22116),Submitted,4901 S DREXEL BLVD,60615,4.0,false,KENWOOD,Multifamily Housing,86600,1960,1,6350,66,2941324.5,1712240.3,,,,53.7,115.9,52.7,112.7,580.3,6.7,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2018,111695,399 Corporation,Submitted,399 W. Fullerton Pkwy,60614,4.0,false,LINCOLN PARK,Multifamily Housing,129735,1928,1,1919,90,1486320.8,7395660.1,,,,68.5,91.9,68.5,91.8,640.1,4.9,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2018,256249,McDonald's Headquarters,Exempt,110 N Carpenter,60607,,true,NEAR WEST SIDE,,642972,,1,8429,,,,,,,,,,,,,41.87461,-87.65149477,"(41.87461, -87.65149477)"
2018,165722,The Drake Hotel,Submitted,"140 E Walton Pl, Chicago, IL 60611",60611,1.0,false,NEAR NORTH SIDE,Hotel,644940,1920,1,46779,27,27837637.9,70504940.8,,,,152.5,235.6,153.8,236.9,8376,13,41.90042423,-87.62339349,"(41.90042423, -87.62339349)"
2018,253951,18th Street Lofts,Submitted,1801 S Michigan Avenue,60616,4.0,false,NEAR SOUTH SIDE,Multifamily Housing,67722,1998,1,1701,95,1452235.9,2568796,,,,59.4,99.9,58.7,97.8,378,5.6,41.84550365,-87.63055693,"(41.84550365, -87.63055693)"
2018,172611,Parish_StMaryAngels,Submitted,1850 N Hermitage Ave,60622,2.0,false,LOGAN SQUARE,Other,72186,1899,5,1193,,1074009.2,5802410.5,,,,95.3,126.1,96.6,127.3,486.9,6.7,41.91573465,-87.67209343,"(41.91573465, -87.67209343)"
2018,101841,122 Property LLC,Submitted,122 S. Michigan Ave.,60604,2.0,false,LOOP,Office,512369,1910,1,5421,37,22349702.1,36464038.7,,8706791.8,,131.8,212.3,130.4,211,6113.8,11.9,41.87991058,-87.62493152,"(41.87991058, -87.62493152)"
2018,252279,Lunt Lake Cooperative Apartments,Submitted,1122-40 W Lunt Ave,60626,4.0,false,ROGERS PARK,Multifamily Housing,107160,1949,1,4537,93,1380474,6123089.8,,,,70,96.1,71.8,97.2,554.9,5.2,42.00924273,-87.66062724,"(42.00924273, -87.66062724)"
2018,251670,May Elementary Community Academy -CPS,Exempt,512 S Lavergne Ave,60644,,true,AUSTIN,,109407,,1,,,,,,,,,,,,,,41.87357568,-87.74975133,"(41.87357568, -87.74975133)"
2018,172115,999 Lake Shore Drive,Submitted,999 N. Lake Shore Drive,60611,3.0,false,NEAR NORTH SIDE,Multifamily Housing,111220,1912,1,1333,62,2154654.1,7539048.1,,,,87.2,125.4,88.1,125.8,758.9,6.8,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
2018,102125,Northwestern Medicine 259 East Erie,Submitted,259 East Erie,60611,4.0,false,NEAR NORTH SIDE,Medical Office,691862,2014,1,23687,64,46052617,42164448.3,,,,127.5,250.4,127.4,250.2,9901.1,14.3,41.89404425,-87.62041608,"(41.89404425, -87.62041608)"
2018,251496,"Sumner Math & Science Community Acad, Charles -CPS",Exempt,4320 W 5th Ave,60624,,true,WEST GARFIELD PARK,,159555,,1,449,,,,,,,,,,,,,41.87103368,-87.73349037,"(41.87103368, -87.73349037)"
2018,172380,850 West Adams Lofts Condominium Association,Submitted,850 W. Adams St.,60607,4.0,false,NEAR WEST SIDE,Multifamily Housing,129998,1925,1,,98,1806616.5,3908341.8,,,,44,70.5,43.9,69.5,508.1,3.9,41.87399385,-87.651678,"(41.87399385, -87.651678)"
2018,118557,The Claridge at Cicero,Submitted,4437 S. Cicero Avenue,60632,3.0,false,GARFIELD RIDGE,Senior Care Community,98903,2000,1,12531,65,3858845.8,6640848.8,,,,106.2,179.7,104.1,176.1,994.7,10.1,41.81256417,-87.71245594,"(41.81256417, -87.71245594)"
2018,116534,Paul G. Stewart Apartments Phase V,Submitted,410 E. Bowen,60653,4.0,false,GRAND BOULEVARD,Multifamily Housing,122161,1996,1,5689,86,2723447.5,5117380.3,,,,64.2,106.4,64.4,106.5,724.9,5.9,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
2018,236816,401 East Ontario Condominiums,Submitted,401 East Ontario,60611,4.0,false,NEAR NORTH SIDE,Multifamily Housing,450000,1988,1,14915,87,6204585.5,24876671.4,,,,69.1,96.7,69.7,96.6,2353.5,5.2,41.89320725,-87.61690825,"(41.89320725, -87.61690825)"
2018,118892,Parc Chestnut Condominium Association,Submitted,849 N Franklin St,60610,2.0,false,NEAR NORTH SIDE,Multifamily Housing,379568,2006,1,9039,50,11245150.2,19876747.6,,,,82,137.9,82.2,137.1,2926.5,7.7,41.897733,-87.635684,"(41.897733, -87.635684)"
2018,175422,3713 N SOUTHPORT AVE,Not Submitted,3713 N SOUTHPORT AVE,60613,0.0,false,LAKE VIEW,,65438,,1,,,,,,,,,,,,,,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
2018,254105,Clinton Complex Condominium Association,Not Submitted,500 S Clinton St,60607,0.0,false,Near West Side,,247703,,1,,,,,,,,,,,,,,41.8751284,-87.64101,"(41.8751284, -87.64101)"
2018,173487,Catherine Courts Condo Association,Not Submitted,5306 5310 N CHESTER AVE,60656,0.0,false,OHARE,,101710,,1,6228,,,,,,,,,,,,,41.97087009,-87.79892589,"(41.97087009, -87.79892589)"
2018,160369,2019 - 6040 S Harper,Submitted,6040 S. Harper Ave,60637,4.0,false,WOODLAWN,Multifamily Housing,132000,1975,1,19057,100,2589311.2,,,,,19.6,54.9,19.5,54.7,430.8,3.3,41.78519808,-87.58857898,"(41.78519808, -87.58857898)"
2018,103689,Old Chicago Main Post Office,Exempt,404 W HARRISON ST,60607,,true,NEAR WEST SIDE,,3899026,,1,544,,,,,,,,,,,,,41.87665199,-87.63815929,"(41.87665199, -87.63815929)"
2018,252247,222 E. Chestnut Condominium Association,Submitted,222 E. Chestnut St.,60611,3.5,false,NEAR NORTH SIDE,Multifamily Housing,121000,1929,1,1956,75,1575982.3,7558849.9,,,,75.5,102.1,75.3,101.2,663.7,5.5,41.89846625,-87.62108995,"(41.89846625, -87.62108995)"
